./samples/easy/1EASY.bmp; 300
./samples/easy/2EASY.bmp; 300
./samples/easy/3EASY.bmp; 300
./samples/easy/4EASY.bmp; 300
./samples/easy/5EASY.bmp; 300
./samples/easy/6EASY.bmp; 300
./samples/easy/7EASY.bmp; 300
./samples/easy/8EASY.bmp; 300
./samples/easy/9EASY.bmp; 300
./samples/easy/10EASY.bmp; 300
./samples/medium/1MEDIUM.bmp; 265
./samples/medium/2MEDIUM.bmp; 271
./samples/medium/3MEDIUM.bmp; 259
./samples/medium/4MEDIUM.bmp; 256
./samples/medium/5MEDIUM.bmp; 251
./samples/medium/6MEDIUM.bmp; 271
./samples/medium/7MEDIUM.bmp; 263
./samples/medium/8MEDIUM.bmp; 249
./samples/medium/9MEDIUM.bmp; 256
./samples/medium/10MEDIUM.bmp; 258
./samples/hard/1HARD.bmp; 259
./samples/hard/2HARD.bmp; 247
./samples/hard/3HARD.bmp; 255
./samples/hard/4HARD.bmp; 267
./samples/hard/5HARD.bmp; 262
./samples/hard/6HARD.bmp; 262
./samples/hard/7HARD.bmp; 263
./samples/hard/8HARD.bmp; 261
./samples/hard/9HARD.bmp; 250
./samples/hard/10HARD.bmp; 254
